-i	  0.0   	Cell 2  (1,0)	5.858151188660612	
-i	  0.1   	Cell 2  (1,0)	4.938712333421104	
-i	  0.2   	Cell 2  (1,0)	0.833229288514208	
-i	  0.3   	Cell 2  (1,0)	0.401926360746085	
-i	  0.4   	Cell 2  (1,0)	0.287364591167728	
-i	  0.5   	Cell 2  (1,0)	0.238351317642678	
-i	  0.6   	Cell 2  (1,0)	0.206009323103177	
-i	  0.7   	Cell 2  (1,0)	0.166475683092699	
-i	  0.8   	Cell 2  (1,0)	0.142585490833399	
-i	  0.9   	Cell 2  (1,0)	0.139432492006206	
-i	  0.10  	Cell 2  (1,0)	0.137645606702268	
-i	  0.11  	Cell 2  (1,0)	0.134268074283676	
-i	  0.12  	Cell 2  (1,0)	0.129907194823660	
-i	  0.13  	Cell 2  (1,0)	0.119749467264309	
-i	  0.14  	Cell 2  (1,0)	0.102031701665031	
-i	  0.15  	Cell 2  (1,0)	0.078477960897349	
-i	  0.16  	Cell 2  (1,0)	0.037627485126000	
-i	  0.17  	Cell 2  (1,0)	0.006053034857939	
-i	  0.18  	Cell 2  (1,0)	0.000044869869068	
-i	  0.19  	Cell 2  (1,0)	0.000000000024018	
-i	  0.20  	Cell 2  (1,0)	0.000000000024018	
-i	  0.21  	Cell 2  (1,0)	0.000000000024018	
-i	  0.22  	Cell 2  (1,0)	0.000000000024018	
-i	  0.23  	Cell 2  (1,0)	0.000000000024018	
-i	  0.24  	Cell 2  (1,0)	0.000000000024018	
-i	  0.25  	Cell 2  (1,0)	0.000000000024018	
-i	  0.26  	Cell 2  (1,0)	0.000000000024018	
-i	  0.27  	Cell 2  (1,0)	0.000000000024018	
-i	  0.28  	Cell 2  (1,0)	0.000000000024018	
-i	  0.29  	Cell 2  (1,0)	0.000000000024018	
-i	  0.30  	Cell 2  (1,0)	0.000000000024018
