-i	  0.0   	Cell 3  (1,1)	9.289942994662539	
-i	  0.1   	Cell 3  (1,1)	9.289942994662539	
-i	  0.2   	Cell 3  (1,1)	8.512424556485367	
-i	  0.3   	Cell 3  (1,1)	2.216664222232485	
-i	  0.4   	Cell 3  (1,1)	1.443232393411187	
-i	  0.5   	Cell 3  (1,1)	0.645280690873491	
-i	  0.6   	Cell 3  (1,1)	0.339611463483906	
-i	  0.7   	Cell 3  (1,1)	0.197046015142403	
-i	  0.8   	Cell 3  (1,1)	0.082998051335866	
-i	  0.9   	Cell 3  (1,1)	0.026262479206048	
-i	  0.10  	Cell 3  (1,1)	0.001091378905541	
-i	  0.11  	Cell 3  (1,1)	0.000001189978574	
-i	  0.12  	Cell 3  (1,1)	0.000001189978574	
-i	  0.13  	Cell 3  (1,1)	0.000000021893019	
-i	  0.14  	Cell 3  (1,1)	0.000000021893019	
-i	  0.15  	Cell 3  (1,1)	0.000000021893019	
-i	  0.16  	Cell 3  (1,1)	0.000000021893019	
-i	  0.17  	Cell 3  (1,1)	0.000000021893019	
-i	  0.18  	Cell 3  (1,1)	0.000000021893019	
-i	  0.19  	Cell 3  (1,1)	0.000000021893019	
-i	  0.20  	Cell 3  (1,1)	0.000000021893019	
-i	  0.21  	Cell 3  (1,1)	0.000000021893019	
-i	  0.22  	Cell 3  (1,1)	0.000000021893019	
-i	  0.23  	Cell 3  (1,1)	0.000000021893019	
-i	  0.24  	Cell 3  (1,1)	0.000000021893019	
-i	  0.25  	Cell 3  (1,1)	0.000000021893019	
-i	  0.26  	Cell 3  (1,1)	0.000000021893019	
-i	  0.27  	Cell 3  (1,1)	0.000000021893019	
-i	  0.28  	Cell 3  (1,1)	0.000000021893019	
-i	  0.29  	Cell 3  (1,1)	0.000000021893019	
-i	  0.30  	Cell 3  (1,1)	0.000000021893019
