-i	  0.0   	Cell 1  (0,1)	4.979381564380708	
-i	  0.1   	Cell 1  (0,1)	4.937743884787849	
-i	  0.2   	Cell 1  (0,1)	0.627648562167032	
-i	  0.3   	Cell 1  (0,1)	0.168091798084841	
-i	  0.4   	Cell 1  (0,1)	0.102550753056169	
-i	  0.5   	Cell 1  (0,1)	0.030859160091608	
-i	  0.6   	Cell 1  (0,1)	0.000421649590267	
-i	  0.7   	Cell 1  (0,1)	0.000005371400860	
-i	  0.8   	Cell 1  (0,1)	0.000005338167286	
-i	  0.9   	Cell 1  (0,1)	0.000001936731820	
-i	  0.10  	Cell 1  (0,1)	0.000001936731820	
-i	  0.11  	Cell 1  (0,1)	0.000001936731820	
-i	  0.12  	Cell 1  (0,1)	0.000000000332525	
-i	  0.13  	Cell 1  (0,1)	0.000000000332525	
-i	  0.14  	Cell 1  (0,1)	0.000000000332525	
-i	  0.15  	Cell 1  (0,1)	0.000000000332525	
-i	  0.16  	Cell 1  (0,1)	0.000000000332525	
-i	  0.17  	Cell 1  (0,1)	0.000000000332525	
-i	  0.18  	Cell 1  (0,1)	0.000000000109926	
-i	  0.19  	Cell 1  (0,1)	0.000000000109926	
-i	  0.20  	Cell 1  (0,1)	0.000000000109926	
-i	  0.21  	Cell 1  (0,1)	0.000000000109926	
-i	  0.22  	Cell 1  (0,1)	0.000000000109926	
-i	  0.23  	Cell 1  (0,1)	0.000000000109926	
-i	  0.24  	Cell 1  (0,1)	0.000000000109926	
-i	  0.25  	Cell 1  (0,1)	0.000000000109926	
-i	  0.26  	Cell 1  (0,1)	0.000000000109926	
-i	  0.27  	Cell 1  (0,1)	0.000000000109926	
-i	  0.28  	Cell 1  (0,1)	0.000000000109926	
-i	  0.29  	Cell 1  (0,1)	0.000000000109926	
-i	  0.30  	Cell 1  (0,1)	0.000000000109926
