what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1299808749160
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1299808750211
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.DebugLast",1299808751724
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1299808751777
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1299808757289
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1299808763196
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.DebugLast",1299808764932
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1299808764971
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1299808766923
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1299808916486
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1299808916568
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1299808916915
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1299808917633
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1299808919598
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1299808923978
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1299808926126
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.DebugLast",1299808927388
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1299808927432
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1299808928830
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1299808934071
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1299808934252
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1299808937890
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.refresh",1299808939061
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1299808947899
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1299808949281
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1299808949285
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1299808949313
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.refresh",1299808952664
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1299808957846
opened,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1299808959435
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1299808959487
closed,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1299808959492
started,bundle,org.eclipse.cdt.mylyn.ui,1.1.3.v20100909-0100-e3x,"org.eclipse.cdt.mylyn.ui",1299808959526
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1299808960639
closed,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1299808960639
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1299808962674
started,bundle,org.eclipse.cdt.launch,6.1.0.201009141542,"org.eclipse.cdt.launch",1299808964370
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.1.0.201009141542,"org.eclipse.cdt.dsf.gdb.ui",1299808964376
started,bundle,org.eclipse.cdt.dsf,2.1.0.201009141542,"org.eclipse.cdt.dsf",1299808964388
started,bundle,org.eclipse.cdt.dsf.gdb,3.0.0.201009141542,"org.eclipse.cdt.dsf.gdb",1299808964390
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.OpenDebugConfigurations",1299808968522
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1299808968541
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1299808975774
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1299808979842
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1299808989984
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1299808992234
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1299808992235
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1299808992251
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1299808994361
closed,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1299809018143
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk",1299809019187
stopped,bundle,org.eclipse.cdt.debug.ui.memory.search,1.2.0.201009141542,"org.eclipse.cdt.debug.ui.memory.search",1299809019188
stopped,bundle,org.eclipse.cdt.debug.ui.memory.traditional,1.2.0.201009141542,"org.eclipse.cdt.debug.ui.memory.traditional",1299809019189
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.1.0.201009141542,"org.eclipse.cdt.debug.mi.ui",1299809019194
stopped,bundle,org.eclipse.cdt.debug.ui.memory.memorybrowser,1.2.0.201009141542,"org.eclipse.cdt.debug.ui.memory.memorybrowser",1299809019195
stopped,bundle,org.eclipse.cdt.dsf.gdb.ui,2.1.0.201009141542,"org.eclipse.cdt.dsf.gdb.ui",1299809019195
stopped,bundle,org.eclipse.cdt.dsf.ui,2.1.1.201009141542,"org.eclipse.cdt.dsf.ui",1299809019197
stopped,bundle,org.eclipse.cdt.gdb.ui,7.0.0.201009141542,"org.eclipse.cdt.gdb.ui",1299809019198
stopped,bundle,org.eclipse.cdt.dsf.gdb,3.0.0.201009141542,"org.eclipse.cdt.dsf.gdb",1299809019198
stopped,bundle,org.eclipse.cdt.launch,6.1.0.201009141542,"org.eclipse.cdt.launch",1299809019198
stopped,bundle,org.eclipse.cdt.debug.ui,7.0.0.201009141542,"org.eclipse.cdt.debug.ui",1299809019198
stopped,bundle,org.eclipse.cdt.managedbuilder.ui,7.0.0.201009141542,"org.eclipse.cdt.managedbuilder.ui",1299809019202
